datetime_rounded,water_soil,soil_temp_moisture,conduct_soil,leaf_moisture,leaf_temperature,ph1_soil,soil_temp_ph,soilnitrogen,soilphosphorous,soilpottasium,hour_of_day,is_daylight,day_of_week,day_of_period,moisture_rolling_mean,moisture_rolling_std,moisture_rate_of_change,temp_rolling_max,stress_level
2024-10-30 09:45:00,13.09,27.41,447.0,1.9,34.9,4.29,28.2,5,14,7,9,1,2,0,13.09,0.0,0.0,27.41,Moderately Stressed
2024-10-30 10:00:00,12.77,27.87,448.0,1.9,34.9,4.29,28.2,5,14,7,10,1,2,0,12.93,0.23,0.0,27.87,Severely Stressed
2024-10-30 10:15:00,12.77,27.87,448.0,1.8,40.6,4.29,28.2,5,14,7,10,1,2,0,12.88,0.18,0.0,27.87,Severely Stressed
2024-10-30 10:30:00,12.59,28.48,447.0,1.7,41.3,4.23,28.8,5,14,7,10,1,2,0,12.8,0.21,0.0,28.48,Severely Stressed
2024-10-30 10:45:00,11.88,29.36,450.0,1.7,41.3,4.23,28.8,5,15,7,10,1,2,0,12.62,0.45,-1.21,29.36,Severely Stressed
2024-10-30 11:00:00,11.94,29.76,448.0,1.2,42.9,4.16,29.3,5,14,7,11,1,2,0,12.51,0.49,-0.83,29.76,Severely Stressed
2024-10-30 11:15:00,11.94,29.76,448.0,1.3,44.9,4.14,29.5,4,12,6,11,1,2,0,12.43,0.5,-0.83,29.76,Severely Stressed
2024-10-30 11:30:00,12.87,29.65,445.0,1.3,39.8,4.22,29.1,4,12,6,11,1,2,0,12.48,0.49,0.28,29.76,Severely Stressed
2024-10-30 11:45:00,13.11,29.32,442.0,1.3,39.8,4.22,29.1,4,12,6,11,1,2,0,12.55,0.5,1.23,29.76,Moderately Stressed
2024-10-30 12:00:00,13.09,29.26,434.0,1.4,39.2,4.28,28.9,3,10,5,12,1,2,0,12.6,0.5,1.15,29.76,Moderately Stressed
2024-10-30 12:15:00,13.09,29.26,434.0,1.6,40.1,4.3,29.0,4,11,5,12,1,2,0,12.65,0.5,1.15,29.76,Moderately Stressed
2024-10-30 12:30:00,11.59,29.95,437.0,1.4,52.4,4.15,30.1,4,12,6,12,1,2,0,12.56,0.56,-1.28,29.95,Severely Stressed
2024-10-30 12:45:00,11.62,31.04,437.0,1.4,52.4,4.15,30.1,4,12,6,12,1,2,0,12.44,0.6,-1.49,31.04,Severely Stressed
2024-10-30 13:00:00,11.65,31.46,435.0,1.1,46.1,4.09,30.8,4,12,6,13,1,2,0,12.34,0.63,-1.44,31.46,Severely Stressed
2024-10-30 13:15:00,11.65,31.46,435.0,1.0,46.2,4.03,31.2,4,12,6,13,1,2,0,12.25,0.64,-1.44,31.46,Severely Stressed
2024-10-30 13:30:00,12.39,31.47,433.0,1.2,44.5,4.03,31.2,3,10,5,13,1,2,0,12.24,0.63,0.8,31.47,Severely Stressed
2024-10-30 13:45:00,10.84,31.8,434.0,1.2,44.5,4.03,31.2,4,12,6,13,1,2,0,12.15,0.75,-0.78,31.8,Severely Stressed
2024-10-30 14:00:00,10.7,32.58,432.0,1.1,50.3,3.99,31.6,4,12,6,14,1,2,0,12.04,0.86,-0.95,32.58,Severely Stressed
2024-10-30 14:15:00,10.7,32.58,432.0,1.0,50.7,3.94,32.1,4,12,6,14,1,2,0,11.94,0.94,-0.95,32.58,Severely Stressed
2024-10-30 14:30:00,10.93,32.93,430.0,0.8,46.7,3.93,32.2,4,12,6,14,1,2,0,11.78,0.93,-1.46,32.93,Severely Stressed
2024-10-30 14:45:00,10.93,32.93,430.0,0.8,46.7,3.93,32.2,4,12,6,14,1,2,0,11.6,0.86,0.09,32.93,Severely Stressed
2024-10-30 15:00:00,15.7,32.48,391.0,0.7,40.1,4.77,31.3,4,12,6,15,1,2,0,11.82,1.42,5.0,32.93,Moderately Stressed
2024-10-30 15:15:00,15.7,32.48,391.0,0.9,37.9,4.93,30.9,8,24,12,15,1,2,0,12.03,1.79,5.0,32.93,Moderately Stressed
2024-10-30 15:30:00,15.7,32.48,391.0,1.0,36.9,5.02,30.7,8,25,12,15,1,2,0,12.38,2.07,4.77,32.93,Moderately Stressed
2024-10-30 15:45:00,15.95,31.43,390.0,1.0,36.9,5.02,30.7,6,18,9,15,1,2,0,12.74,2.29,5.02,32.93,Moderately Stressed
2024-10-30 16:00:00,15.95,31.43,390.0,1.0,34.9,5.09,30.4,5,16,8,16,1,2,0,13.1,2.43,0.25,32.93,Moderately Stressed
2024-10-30 16:15:00,15.95,31.43,390.0,1.1,32.6,5.16,30.0,4,12,6,16,1,2,0,13.45,2.52,0.25,32.93,Moderately Stressed
2024-10-30 16:30:00,16.04,30.92,384.0,1.3,27.3,5.24,29.5,4,11,5,16,1,2,0,13.76,2.6,0.34,32.93,Moderately Stressed
2024-10-30 16:45:00,16.09,30.3,380.0,1.3,27.3,5.24,29.5,4,13,6,16,1,2,0,14.19,2.5,0.14,32.93,Moderately Stressed
2024-10-30 17:00:00,16.09,30.3,380.0,1.7,25.5,5.3,29.0,4,13,6,17,1,2,0,14.64,2.29,0.14,32.93,Moderately Stressed
2024-10-30 17:15:00,16.09,30.3,380.0,2.0,24.4,5.36,28.6,4,12,6,17,1,2,0,15.09,1.95,0.14,32.93,Moderately Stressed
2024-10-30 17:30:00,16.25,29.02,378.0,2.4,23.9,5.4,28.2,4,13,6,17,1,2,0,15.54,1.46,0.21,32.93,Moderately Stressed
2024-10-30 17:45:00,16.25,29.02,378.0,2.4,23.9,5.4,28.2,4,12,6,17,1,2,0,15.98,0.2,0.16,32.48,Moderately Stressed
2024-10-30 18:00:00,16.25,29.02,378.0,2.6,22.6,5.44,27.9,4,12,6,18,1,2,0,16.03,0.19,0.16,32.48,Moderately Stressed
2024-10-30 18:15:00,16.25,29.02,378.0,2.4,22.5,5.47,27.7,4,11,5,18,1,2,0,16.07,0.17,0.16,32.48,Moderately Stressed
2024-10-30 18:30:00,16.34,28.17,381.0,3.2,22.2,5.49,27.4,4,11,5,18,1,2,0,16.12,0.14,0.09,31.43,Moderately Stressed
2024-10-30 18:45:00,16.34,28.17,381.0,3.2,22.2,5.49,27.4,4,11,5,18,1,2,0,16.16,0.14,0.09,31.43,Moderately Stressed
2024-10-30 19:00:00,16.34,28.17,381.0,3.0,21.8,5.52,27.2,4,11,5,19,0,2,0,16.19,0.13,0.09,31.43,Moderately Stressed
2024-10-30 19:15:00,16.39,27.72,387.0,3.9,22.4,5.53,27.0,4,11,5,19,0,2,0,16.23,0.12,0.14,30.92,Moderately Stressed
2024-10-30 19:30:00,16.39,27.72,387.0,5.4,22.1,5.54,26.9,4,11,5,19,0,2,0,16.26,0.11,0.05,30.3,Moderately Stressed
2024-10-30 19:45:00,16.41,27.49,387.0,5.4,22.1,5.54,26.9,4,11,5,19,0,2,0,16.28,0.11,0.07,30.3,Moderately Stressed
2024-10-30 20:00:00,16.41,27.49,387.0,8.6,21.5,5.55,26.7,4,11,5,20,0,2,0,16.31,0.09,0.07,30.3,Moderately Stressed
2024-10-30 20:15:00,16.41,27.49,387.0,10.0,21.2,5.57,26.5,4,11,5,20,0,2,0,16.34,0.07,0.02,29.02,Moderately Stressed
2024-10-30 20:30:00,16.41,27.49,387.0,9.4,21.6,5.6,26.3,3,11,5,20,0,2,0,16.35,0.07,0.02,29.02,Moderately Stressed
2024-10-30 20:45:00,16.41,27.49,387.0,9.4,21.6,5.6,26.3,4,11,5,20,0,2,0,16.36,0.06,0.0,29.02,Moderately Stressed
2024-10-30 21:00:00,16.44,26.6,388.0,8.6,21.6,5.61,26.2,3,11,5,21,0,2,0,16.38,0.05,0.03,29.02,Moderately Stressed
2024-10-30 21:15:00,16.44,26.6,388.0,7.1,22.0,5.62,26.1,3,11,5,21,0,2,0,16.39,0.04,0.03,28.17,Moderately Stressed
2024-10-30 21:30:00,16.44,26.6,388.0,8.3,22.2,5.62,26.0,3,11,5,21,0,2,0,16.4,0.03,0.03,28.17,Moderately Stressed
2024-10-30 21:45:00,16.45,26.49,389.0,8.3,22.2,5.62,26.0,3,10,5,21,0,2,0,16.41,0.03,0.04,28.17,Moderately Stressed
2024-10-30 22:00:00,16.45,26.38,388.0,9.9,21.9,5.62,25.9,3,10,5,22,0,2,0,16.42,0.02,0.01,27.72,Moderately Stressed
2024-10-30 22:15:00,16.45,26.38,388.0,10.6,21.9,5.62,25.8,3,10,5,22,0,2,0,16.43,0.02,0.01,27.72,Moderately Stressed
2024-10-30 22:30:00,16.46,26.27,388.0,12.0,21.9,5.62,25.7,3,11,5,22,0,2,0,16.43,0.02,0.02,27.49,Moderately Stressed
2024-10-30 22:45:00,16.46,26.27,388.0,12.0,21.9,5.62,25.7,3,10,5,22,0,2,0,16.44,0.02,0.01,27.49,Moderately Stressed
2024-10-30 23:00:00,16.49,25.93,386.0,16.2,21.3,5.63,25.6,3,10,5,23,0,2,0,16.44,0.02,0.04,27.49,Moderately Stressed
2024-10-30 23:15:00,16.49,25.93,386.0,16.7,21.2,5.63,25.4,3,11,5,23,0,2,0,16.45,0.03,0.04,27.49,Moderately Stressed
2024-10-30 23:30:00,16.5,25.76,386.0,14.4,21.6,5.63,25.3,3,11,5,23,0,2,0,16.46,0.03,0.04,27.49,Moderately Stressed
2024-10-30 23:45:00,16.5,25.68,386.0,14.4,21.6,5.63,25.3,3,11,5,23,0,2,0,16.46,0.02,0.04,26.6,Moderately Stressed
2024-10-31 00:00:00,16.5,25.57,386.0,13.0,21.7,5.63,25.4,3,11,5,0,0,3,0,16.47,0.02,0.01,26.6,Moderately Stressed
2024-10-31 00:15:00,16.5,25.57,386.0,12.8,21.7,5.63,25.2,3,11,5,0,0,3,0,16.47,0.02,0.01,26.6,Moderately Stressed
2024-10-31 00:30:00,16.51,25.48,386.0,12.7,21.7,5.63,25.1,3,11,5,0,0,3,0,16.48,0.02,0.01,26.49,Moderately Stressed
2024-10-31 00:45:00,16.51,25.41,386.0,12.7,21.7,5.63,25.1,3,11,5,0,0,3,0,16.48,0.02,0.01,26.38,Moderately Stressed
2024-10-31 01:00:00,16.51,25.34,386.0,12.4,21.6,5.62,25.0,3,11,5,1,0,3,0,16.49,0.02,0.01,26.38,Moderately Stressed
2024-10-31 01:15:00,16.51,25.34,386.0,12.5,21.6,5.62,24.9,3,10,5,1,0,3,0,16.5,0.02,0.01,26.27,Moderately Stressed
2024-10-31 01:30:00,16.54,25.25,386.0,12.5,21.6,5.62,24.8,3,10,5,1,0,3,0,16.5,0.02,0.03,26.27,Moderately Stressed
2024-10-31 01:45:00,16.53,25.18,388.0,12.5,21.6,5.62,24.8,3,10,5,1,0,3,0,16.51,0.01,0.02,25.93,Moderately Stressed
2024-10-31 02:00:00,16.53,25.14,388.0,12.0,21.8,5.62,24.8,3,8,4,2,0,3,0,16.51,0.02,0.02,25.93,Moderately Stressed
2024-10-31 02:15:00,16.53,25.14,388.0,11.7,21.8,5.62,24.7,4,11,5,2,0,3,0,16.51,0.01,0.02,25.76,Moderately Stressed
2024-10-31 02:30:00,16.54,25.02,388.0,11.9,21.8,5.61,24.7,4,11,5,2,0,3,0,16.52,0.02,0.0,25.68,Moderately Stressed
2024-10-31 02:45:00,16.54,25.02,388.0,11.9,21.8,5.61,24.7,4,11,5,2,0,3,0,16.52,0.02,0.01,25.57,Moderately Stressed
2024-10-31 03:00:00,16.6,24.95,388.0,12.1,21.8,5.61,24.6,4,11,5,3,0,3,0,16.53,0.03,0.07,25.57,Moderately Stressed
2024-10-31 03:15:00,16.6,24.95,388.0,19.9,21.6,5.61,24.6,4,11,5,3,0,3,0,16.54,0.03,0.07,25.48,Moderately Stressed
2024-10-31 03:30:00,16.61,24.91,389.0,23.0,21.6,5.61,24.5,4,12,6,3,0,3,0,16.55,0.04,0.07,25.41,Moderately Stressed
2024-10-31 03:45:00,16.61,24.91,389.0,23.0,21.6,5.61,24.5,4,12,6,3,0,3,0,16.55,0.04,0.07,25.34,Moderately Stressed
2024-10-31 04:00:00,16.63,24.75,390.0,26.0,21.4,5.61,24.5,4,13,6,4,0,3,0,16.56,0.04,0.03,25.34,Moderately Stressed
2024-10-31 04:15:00,16.63,24.75,390.0,26.0,21.4,5.61,24.4,5,14,7,4,0,3,0,16.57,0.04,0.03,25.25,Moderately Stressed
2024-10-31 04:30:00,16.64,24.68,390.0,27.3,21.3,5.61,24.3,5,14,7,4,0,3,0,16.58,0.04,0.03,25.18,Moderately Stressed
2024-10-31 04:45:00,16.64,24.68,390.0,27.3,21.3,5.61,24.3,5,15,7,4,0,3,0,16.59,0.04,0.03,25.14,Moderately Stressed
2024-10-31 05:00:00,16.64,24.68,390.0,28.5,21.3,5.61,24.3,5,15,7,5,0,3,0,16.6,0.04,0.01,25.14,Moderately Stressed
2024-10-31 05:15:00,16.66,24.43,392.0,29.7,21.3,5.62,24.2,5,15,7,5,0,3,0,16.61,0.04,0.03,25.02,Moderately Stressed
2024-10-31 05:30:00,16.66,24.43,392.0,30.8,21.4,5.62,24.1,5,15,7,5,0,3,0,16.62,0.03,0.02,25.02,Moderately Stressed
2024-10-31 05:45:00,16.68,24.39,392.0,30.8,21.4,5.62,24.1,5,15,7,5,0,3,0,16.63,0.03,0.04,24.95,Moderately Stressed
2024-10-31 06:00:00,16.69,24.32,392.0,31.5,21.1,5.62,24.1,5,15,7,6,1,3,0,16.64,0.03,0.05,24.95,Moderately Stressed
2024-10-31 06:15:00,16.69,24.32,392.0,32.4,20.9,5.63,24.0,5,15,7,6,1,3,0,16.65,0.03,0.03,24.91,Moderately Stressed
2024-10-31 06:30:00,16.72,24.25,393.0,33.1,20.7,5.64,23.9,5,15,7,6,1,3,0,16.66,0.03,0.06,24.91,Moderately Stressed
2024-10-31 06:45:00,16.71,24.17,393.0,33.1,20.7,5.64,23.9,5,15,7,6,1,3,0,16.67,0.03,0.03,24.75,Moderately Stressed
2024-10-31 07:00:00,16.7,24.11,394.0,34.3,21.0,5.64,23.9,5,15,7,7,1,3,0,16.67,0.03,0.01,24.75,Moderately Stressed
2024-10-31 07:15:00,16.7,24.11,394.0,35.2,22.1,5.65,23.9,5,15,7,7,1,3,0,16.68,0.03,0.01,24.68,Moderately Stressed
2024-10-31 07:30:00,16.67,24.13,396.0,34.8,23.2,5.64,23.9,5,15,7,7,1,3,0,16.68,0.03,-0.05,24.68,Moderately Stressed
2024-10-31 07:45:00,16.67,24.13,396.0,34.8,23.2,5.64,23.9,5,15,7,7,1,3,0,16.68,0.02,-0.04,24.68,Moderately Stressed
2024-10-31 08:00:00,16.55,24.32,399.0,32.8,25.3,5.64,24.0,5,16,8,8,1,3,0,16.68,0.04,-0.15,24.43,Moderately Stressed
2024-10-31 08:15:00,16.55,24.32,399.0,20.0,26.5,5.62,24.1,5,16,8,8,1,3,0,16.67,0.06,-0.15,24.43,Moderately Stressed
2024-10-31 08:30:00,16.48,24.75,403.0,12.1,27.7,5.61,24.3,5,16,8,8,1,3,0,16.65,0.08,-0.19,24.75,Moderately Stressed
2024-10-31 08:45:00,16.48,24.75,403.0,12.1,27.7,5.61,24.3,5,15,7,8,1,3,0,16.63,0.09,-0.19,24.75,Moderately Stressed
2024-10-31 09:00:00,16.42,25.07,405.0,5.2,29.2,5.58,24.5,5,15,7,9,1,3,0,16.61,0.11,-0.13,25.07,Moderately Stressed
2024-10-31 09:15:00,16.42,25.07,405.0,3.5,32.5,5.55,24.8,5,14,7,9,1,3,0,16.59,0.12,-0.13,25.07,Moderately Stressed
2024-10-31 09:30:00,16.42,25.07,405.0,2.3,37.7,5.51,25.3,5,14,7,9,1,3,0,16.56,0.12,-0.06,25.07,Moderately Stressed
2024-10-31 09:45:00,16.42,25.07,405.0,2.3,37.7,5.51,25.3,5,16,8,9,1,3,1,16.54,0.12,-0.06,25.07,Moderately Stressed
2024-10-31 10:00:00,16.0,27.46,413.0,2.0,41.9,5.47,25.9,5,16,8,10,1,3,1,16.48,0.18,-0.42,27.46,Moderately Stressed
2024-10-31 10:15:00,16.0,27.46,413.0,1.6,41.7,5.43,26.6,5,14,7,10,1,3,1,16.42,0.22,-0.42,27.46,Moderately Stressed
2024-10-31 10:30:00,16.0,27.46,413.0,1.7,45.6,5.41,27.0,6,18,9,10,1,3,1,16.37,0.23,-0.42,27.46,Moderately Stressed
2024-10-31 10:45:00,15.83,28.05,412.0,1.7,45.6,5.41,27.0,6,17,8,10,1,3,1,16.3,0.26,-0.59,28.05,Moderately Stressed
2024-10-31 11:00:00,22.94,28.68,567.0,1.0,51.7,5.57,27.6,11,31,15,11,1,3,1,16.83,1.94,6.94,28.68,Healthy
2024-10-31 11:15:00,22.94,28.68,567.0,1.0,51.7,5.73,28.1,13,37,18,11,1,3,1,17.36,2.62,6.94,28.68,Healthy
2024-10-31 11:30:00,21.27,29.42,484.0,1.0,49.2,5.67,28.5,12,36,18,11,1,3,1,17.76,2.83,5.27,29.42,Healthy
2024-10-31 11:45:00,20.41,29.81,451.0,1.0,49.2,5.67,28.5,12,36,18,11,1,3,1,18.09,2.89,4.58,29.81,Healthy
2024-10-31 12:00:00,19.77,30.54,423.0,1.1,54.7,5.56,29.0,12,34,17,12,1,3,1,18.37,2.88,-3.17,30.54,Healthy
2024-10-31 12:15:00,19.77,30.54,423.0,0.9,55.7,5.55,29.7,12,34,17,12,1,3,1,18.65,2.83,-3.17,30.54,Healthy
2024-10-31 12:30:00,19.29,31.15,398.0,0.7,55.3,5.57,30.3,12,34,17,12,1,3,1,18.89,2.75,-1.98,31.15,Healthy
2024-10-31 12:45:00,18.92,31.8,374.0,0.7,55.3,5.57,30.3,13,37,18,12,1,3,1,19.1,2.64,-1.49,31.8,Healthy
2024-10-31 13:00:00,18.65,32.05,353.0,0.7,52.2,5.58,30.7,11,32,16,13,1,3,1,19.32,2.46,-1.12,32.05,Healthy
2024-10-31 13:15:00,18.65,32.05,353.0,0.7,53.1,5.58,30.9,11,31,15,13,1,3,1,19.54,2.24,-1.12,32.05,Healthy
2024-10-31 13:30:00,18.53,32.23,333.0,0.6,46.9,5.59,31.0,11,30,15,13,1,3,1,19.75,1.98,-0.76,32.23,Healthy
2024-10-31 13:45:00,18.59,32.15,319.0,0.6,46.9,5.59,31.0,10,30,15,13,1,3,1,19.98,1.61,-0.33,32.23,Healthy
2024-10-31 14:00:00,18.34,32.2,307.0,0.9,47.3,5.61,30.8,10,29,14,14,1,3,1,19.59,1.37,-0.31,32.23,Healthy
2024-10-31 14:15:00,18.34,32.2,307.0,0.7,41.6,5.63,30.8,10,28,14,14,1,3,1,19.21,0.92,-0.31,32.23,Healthy
2024-10-31 14:30:00,18.26,31.94,296.0,0.8,38.9,5.65,30.5,9,27,13,14,1,3,1,18.96,0.69,-0.27,32.23,Healthy
2024-10-31 14:45:00,18.05,31.71,288.0,0.8,38.9,5.65,30.5,10,28,14,14,1,3,1,18.76,0.57,-0.54,32.23,Healthy
2024-10-31 15:00:00,18.0,31.6,280.0,0.8,37.9,5.66,30.4,10,28,14,15,1,3,1,18.62,0.51,-0.34,32.23,Moderately Stressed
2024-10-31 15:15:00,18.0,31.6,280.0,0.9,36.9,5.66,30.5,9,27,13,15,1,3,1,18.47,0.39,-0.34,32.23,Moderately Stressed
2024-10-31 15:30:00,17.84,31.47,273.0,1.1,36.9,5.66,30.6,9,27,13,15,1,3,1,18.35,0.33,-0.42,32.23,Moderately Stressed
2024-10-31 15:45:00,17.82,31.44,267.0,1.1,36.9,5.66,30.6,5,15,7,15,1,3,1,18.26,0.31,-0.23,32.23,Moderately Stressed
2024-10-31 16:00:00,17.84,31.12,261.0,1.1,32.7,5.67,30.4,5,15,7,16,1,3,1,18.19,0.3,-0.16,32.23,Moderately Stressed
2024-10-31 16:15:00,17.84,31.12,261.0,1.1,29.7,5.7,30.0,5,14,7,16,1,3,1,18.12,0.28,-0.16,32.23,Moderately Stressed
2024-10-31 16:30:00,17.76,30.82,257.0,1.6,28.2,5.72,29.7,4,13,6,16,1,3,1,18.06,0.27,-0.08,32.2,Moderately Stressed
2024-10-31 16:45:00,17.74,30.49,254.0,1.6,28.2,5.72,29.7,4,13,6,16,1,3,1,17.99,0.22,-0.08,32.2,Moderately Stressed
2024-10-31 17:00:00,17.74,30.49,254.0,1.4,26.9,5.74,29.4,4,12,6,17,1,3,1,17.94,0.2,-0.1,32.2,Moderately Stressed
2024-10-31 17:15:00,17.67,29.86,249.0,1.4,26.9,5.76,29.1,4,11,5,17,1,3,1,17.88,0.17,-0.17,31.94,Moderately Stressed
2024-10-31 17:30:00,17.67,29.86,249.0,3.3,25.4,5.78,28.9,4,11,5,17,1,3,1,17.83,0.13,-0.09,31.71,Moderately Stressed
2024-10-31 17:45:00,17.67,29.86,249.0,3.3,25.4,5.78,28.9,3,10,5,17,1,3,1,17.8,0.11,-0.07,31.6,Moderately Stressed
2024-10-31 18:00:00,17.67,29.86,249.0,3.5,24.8,5.79,28.6,3,9,4,18,1,3,1,17.77,0.1,-0.07,31.6,Moderately Stressed
2024-10-31 18:15:00,17.57,28.93,244.0,4.9,23.9,5.81,28.4,3,9,4,18,1,3,1,17.74,0.09,-0.1,31.47,Moderately Stressed
2024-10-31 18:30:00,17.57,28.93,244.0,7.5,23.2,5.82,28.1,3,8,4,18,1,3,1,17.71,0.09,-0.1,31.44,Moderately Stressed
2024-10-31 18:45:00,17.54,28.63,243.0,7.5,23.2,5.82,28.1,3,8,4,18,1,3,1,17.69,0.1,-0.13,31.12,Moderately Stressed
2024-10-31 19:00:00,17.49,28.38,243.0,6.5,24.0,5.84,27.9,3,9,4,19,0,3,1,17.66,0.1,-0.18,31.12,Moderately Stressed
2024-10-31 19:15:00,17.49,28.38,243.0,2.9,23.5,5.85,27.7,3,8,4,19,0,3,1,17.63,0.1,-0.08,30.82,Moderately Stressed
2024-10-31 19:30:00,17.47,28.16,240.0,4.7,22.9,5.86,27.5,3,8,4,19,0,3,1,17.61,0.1,-0.1,30.49,Moderately Stressed
2024-10-31 19:45:00,17.45,27.86,239.0,4.7,22.9,5.86,27.5,3,8,4,19,0,3,1,17.58,0.1,-0.09,30.49,Moderately Stressed
2024-10-31 20:00:00,17.39,27.63,238.0,3.4,22.2,5.87,27.2,2,8,4,20,0,3,1,17.55,0.1,-0.1,29.86,Moderately Stressed
2024-10-31 20:15:00,17.39,27.63,238.0,7.1,22.0,5.88,27.0,2,7,3,20,0,3,1,17.53,0.1,-0.1,29.86,Moderately Stressed
2024-10-31 20:30:00,17.38,27.34,236.0,7.9,22.0,5.89,26.8,2,7,3,20,0,3,1,17.51,0.1,-0.09,29.86,Moderately Stressed
2024-10-31 20:45:00,17.38,27.34,236.0,7.9,22.0,5.89,26.8,2,7,3,20,0,3,1,17.48,0.09,-0.07,29.86,Moderately Stressed
2024-10-31 21:00:00,17.38,27.34,236.0,8.3,21.6,5.9,26.6,2,6,3,21,0,3,1,17.46,0.07,-0.01,28.93,Moderately Stressed
2024-10-31 21:15:00,17.31,26.51,235.0,9.3,21.3,5.91,26.5,2,7,3,21,0,3,1,17.44,0.08,-0.08,28.93,Moderately Stressed
2024-10-31 21:30:00,17.31,26.51,235.0,11.2,21.0,5.91,26.3,2,6,3,21,0,3,1,17.42,0.07,-0.07,28.63,Moderately Stressed
2024-10-31 21:45:00,17.31,26.51,235.0,11.2,21.0,5.91,26.3,2,6,3,21,0,3,1,17.4,0.07,-0.07,28.38,Moderately Stressed
2024-10-31 22:00:00,17.3,26.34,234.0,13.4,20.8,5.91,26.1,2,6,3,22,0,3,1,17.38,0.06,-0.08,28.38,Moderately Stressed
2024-10-31 22:15:00,17.3,26.34,234.0,15.9,20.6,5.91,25.9,2,6,3,22,0,3,1,17.36,0.06,-0.01,28.16,Moderately Stressed
2024-10-31 22:30:00,17.29,26.18,234.0,17.7,20.5,5.92,25.8,2,6,3,22,0,3,1,17.35,0.05,-0.02,27.86,Moderately Stressed
2024-10-31 22:45:00,17.29,26.18,234.0,17.7,20.5,5.92,25.8,2,6,3,22,0,3,1,17.34,0.04,-0.02,27.63,Moderately Stressed
2024-10-31 23:00:00,17.28,25.85,235.0,20.2,20.7,5.91,25.6,2,7,3,23,0,3,1,17.33,0.04,-0.02,27.63,Moderately Stressed
2024-10-31 23:15:00,17.28,25.85,235.0,23.1,20.8,5.91,25.5,2,7,3,23,0,3,1,17.32,0.04,-0.02,27.34,Moderately Stressed
2024-10-31 23:30:00,17.28,25.68,235.0,25.5,20.9,5.9,25.4,2,7,3,23,0,3,1,17.31,0.04,-0.01,27.34,Moderately Stressed
2024-10-31 23:45:00,17.28,25.56,236.0,25.5,20.9,5.9,25.4,2,7,3,23,0,3,1,17.3,0.03,-0.01,27.34,Moderately Stressed
2024-11-01 00:00:00,17.21,25.46,236.0,26.8,21.0,5.9,25.3,2,7,3,0,0,4,1,17.29,0.03,-0.07,26.51,Moderately Stressed
2024-11-01 00:15:00,17.21,25.46,236.0,26.7,21.6,5.88,25.6,2,7,3,0,0,4,1,17.28,0.03,-0.07,26.51,Moderately Stressed
2024-11-01 00:30:00,17.16,25.35,237.0,26.0,21.7,5.88,25.4,2,7,3,0,0,4,1,17.27,0.05,-0.12,26.51,Moderately Stressed
2024-11-01 00:45:00,17.16,25.35,237.0,26.0,21.7,5.88,25.4,2,7,3,0,0,4,1,17.25,0.05,-0.12,26.34,Moderately Stressed
2024-11-01 01:00:00,17.15,25.34,239.0,25.6,21.7,5.88,25.2,2,7,3,1,0,4,1,17.24,0.06,-0.06,26.34,Moderately Stressed
2024-11-01 01:15:00,17.15,25.34,239.0,22.6,21.7,5.87,25.2,2,7,3,1,0,4,1,17.23,0.06,-0.06,26.18,Moderately Stressed
2024-11-01 01:30:00,17.17,25.23,240.0,22.4,21.7,5.87,25.0,2,7,3,1,0,4,1,17.22,0.06,0.01,26.18,Moderately Stressed
2024-11-01 01:45:00,17.17,25.14,242.0,22.4,21.7,5.87,25.0,2,7,3,1,0,4,1,17.21,0.06,0.01,25.85,Moderately Stressed
2024-11-01 02:00:00,17.15,25.1,243.0,20.3,22.0,5.86,24.9,3,10,5,2,0,4,1,17.2,0.05,0.0,25.85,Moderately Stressed
2024-11-01 02:15:00,17.15,25.1,243.0,17.7,22.0,5.85,24.9,4,12,6,2,0,4,1,17.19,0.05,0.0,25.68,Moderately Stressed
2024-11-01 02:30:00,17.14,25.05,244.0,17.4,21.2,5.86,24.8,4,12,6,2,0,4,1,17.18,0.04,-0.03,25.56,Moderately Stressed
2024-11-01 02:45:00,17.18,24.95,245.0,17.4,21.2,5.86,24.8,6,17,8,2,0,4,1,17.17,0.02,0.01,25.46,Moderately Stressed
2024-11-01 03:00:00,17.16,24.92,247.0,18.7,21.3,5.85,24.7,6,17,8,3,0,4,1,17.16,0.02,0.01,25.46,Moderately Stressed
2024-11-01 03:15:00,17.16,24.92,247.0,16.5,21.5,5.84,24.7,6,17,8,3,0,4,1,17.16,0.01,0.01,25.35,Moderately Stressed
2024-11-01 03:30:00,17.18,24.85,249.0,18.4,21.0,5.84,24.6,6,17,8,3,0,4,1,17.16,0.01,0.04,25.35,Moderately Stressed
2024-11-01 03:45:00,17.18,24.81,251.0,18.4,21.0,5.84,24.6,6,17,8,3,0,4,1,17.16,0.01,0.0,25.34,Moderately Stressed
2024-11-01 04:00:00,17.18,24.74,254.0,16.5,21.7,5.83,24.6,6,17,8,4,0,4,1,17.16,0.01,0.02,25.34,Moderately Stressed
2024-11-01 04:15:00,17.18,24.74,254.0,16.5,21.5,5.83,24.5,6,17,8,4,0,4,1,17.17,0.01,0.02,25.23,Moderately Stressed
2024-11-01 04:30:00,17.19,24.72,256.0,16.5,21.5,5.82,24.5,6,17,8,4,0,4,1,17.17,0.02,0.01,25.14,Moderately Stressed
2024-11-01 04:45:00,17.22,24.61,259.0,22.4,20.7,5.82,24.5,6,17,8,4,0,4,1,17.17,0.02,0.04,25.1,Moderately Stressed
